Code,Support Item Name,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type,Detailed Item Description,Simplified Description
04_184_0136_6_1_T,Group Activities In A Centre - 1:5 - Standard - Public Holiday - TTP,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$46.14,$46.14,$46.14,$46.14,$46.14,$46.14,$46.14,$46.14,$64.60,$69.21,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement. This line item would be claimed on a Public Holiday, with a ratio of one support worker per five participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in a centre."
04_185_0104_6_1,Group Activities In A Centre - 1:1 - High Intensity - Weekday Daytime,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$73.29,$73.29,$73.29,$73.29,$73.29,$73.29,$73.29,$73.29,$102.61,$109.94,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per participant.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_185_0104_6_1_T,Group Activities In A Centre - 1:1 - High Intensity - Weekday Daytime - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$74.27,$74.27,$74.27,$74.27,$74.27,$74.27,$74.27,$74.27,$103.98,$111.41,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per participant. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_186_0104_6_1,Group Activities In A Centre - 1:1 - High Intensity - Weekday Evening,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$80.50,$80.50,$80.50,$80.50,$80.50,$80.50,$80.50,$80.50,$112.70,$120.75,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per participant.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_186_0104_6_1_T,Group Activities In A Centre - 1:1 - High Intensity - Weekday Evening - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$81.58,$81.58,$81.58,$81.58,$81.58,$81.58,$81.58,$81.58,$114.21,$122.37,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per participant. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_187_0104_6_1,Group Activities In A Centre - 1:1 - High Intensity - Saturday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$102.13,$102.13,$102.13,$102.13,$102.13,$102.13,$102.13,$102.13,$142.98,$153.20,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per participant.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_187_0104_6_1_T,Group Activities In A Centre - 1:1 - High Intensity - Saturday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$103.51,$103.51,$103.51,$103.51,$103.51,$103.51,$103.51,$103.51,$144.91,$155.27,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per participant. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_188_0104_6_1,Group Activities In A Centre - 1:1 - High Intensity - Sunday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$130.98,$130.98,$130.98,$130.98,$130.98,$130.98,$130.98,$130.98,$183.37,$196.47,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per participant.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_188_0104_6_1_T,Group Activities In A Centre - 1:1 - High Intensity - Sunday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$132.76,$132.76,$132.76,$132.76,$132.76,$132.76,$132.76,$132.76,$185.86,$199.14,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per participant. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_189_0104_6_1,Group Activities In A Centre - 1:1 - High Intensity - Public Holiday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$159.83,$159.83,$159.83,$159.83,$159.83,$159.83,$159.83,$159.83,$223.76,$239.75,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per participant.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_189_0104_6_1_T,Group Activities In A Centre - 1:1 - High Intensity - Public Holiday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$162.01,$162.01,$162.01,$162.01,$162.01,$162.01,$162.01,$162.01,$226.81,$243.02,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per participant. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_190_0104_6_1,Group Activities In A Centre - 1:2 - High Intensity - Weekday Daytime,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$42.12,$42.12,$42.12,$42.12,$42.12,$42.12,$42.12,$42.12,$58.97,$63.18,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per two participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_190_0104_6_1_T,Group Activities In A Centre - 1:2 - High Intensity - Weekday Daytime - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$42.66,$42.66,$42.66,$42.66,$42.66,$42.66,$42.66,$42.66,$59.72,$63.99,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_191_0104_6_1,Group Activities In A Centre - 1:2 - High Intensity - Weekday Evening,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$46.15,$46.15,$46.15,$46.15,$46.15,$46.15,$46.15,$46.15,$64.61,$69.23,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per two participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_191_0104_6_1_T,Group Activities In A Centre - 1:2 - High Intensity - Weekday Evening - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$46.76,$46.76,$46.76,$46.76,$46.76,$46.76,$46.76,$46.76,$65.46,$70.14,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_192_0104_6_1,Group Activities In A Centre - 1:2 - High Intensity - Saturday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$58.27,$58.27,$58.27,$58.27,$58.27,$58.27,$58.27,$58.27,$81.58,$87.41,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per two participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_192_0104_6_1_T,Group Activities In A Centre - 1:2 - High Intensity - Saturday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$59.04,$59.04,$59.04,$59.04,$59.04,$59.04,$59.04,$59.04,$82.66,$88.56,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_193_0104_6_1,Group Activities In A Centre - 1:2 - High Intensity - Sunday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$74.42,$74.42,$74.42,$74.42,$74.42,$74.42,$74.42,$74.42,$104.19,$111.63,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per two participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_193_0104_6_1_T,Group Activities In A Centre - 1:2 - High Intensity - Sunday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$75.42,$75.42,$75.42,$75.42,$75.42,$75.42,$75.42,$75.42,$105.59,$113.13,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_194_0104_6_1,Group Activities In A Centre - 1:2 - High Intensity - Public Holiday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$90.58,$90.58,$90.58,$90.58,$90.58,$90.58,$90.58,$90.58,$126.81,$135.87,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per two participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_194_0104_6_1_T,Group Activities In A Centre - 1:2 - High Intensity - Public Holiday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$91.80,$91.80,$91.80,$91.80,$91.80,$91.80,$91.80,$91.80,$128.52,$137.70,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_195_0104_6_1,Group Activities In A Centre - 1:3 - High Intensity - Weekday Daytime,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$31.72,$31.72,$31.72,$31.72,$31.72,$31.72,$31.72,$31.72,$44.41,$47.58,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per three participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_195_0104_6_1_T,Group Activities In A Centre - 1:3 - High Intensity - Weekday Daytime - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$32.13,$32.13,$32.13,$32.13,$32.13,$32.13,$32.13,$32.13,$44.98,$48.20,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per three participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_196_0104_6_1,Group Activities In A Centre - 1:3 - High Intensity - Weekday Evening,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$34.70,$34.70,$34.70,$34.70,$34.70,$34.70,$34.70,$34.70,$48.58,$52.05,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per three participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_196_0104_6_1_T,Group Activities In A Centre - 1:3 - High Intensity - Weekday Evening - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$35.15,$35.15,$35.15,$35.15,$35.15,$35.15,$35.15,$35.15,$49.21,$52.73,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per three participants. This line item code can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_197_0104_6_1,Group Activities In A Centre - 1:3 - High Intensity - Saturday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$43.65,$43.65,$43.65,$43.65,$43.65,$43.65,$43.65,$43.65,$61.11,$65.48,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per three participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_197_0104_6_1_T,Group Activities In A Centre - 1:3 - High Intensity - Saturday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$44.22,$44.22,$44.22,$44.22,$44.22,$44.22,$44.22,$44.22,$61.91,$66.33,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per three participants. This line item code can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_198_0104_6_1,Group Activities In A Centre - 1:3 - High Intensity - Sunday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$55.57,$55.57,$55.57,$55.57,$55.57,$55.57,$55.57,$55.57,$77.80,$83.36,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per three participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_198_0104_6_1_T,Group Activities In A Centre - 1:3 - High Intensity - Sunday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$56.31,$56.31,$56.31,$56.31,$56.31,$56.31,$56.31,$56.31,$78.83,$84.47,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per three participants. This line item code can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_199_0104_6_1,Group Activities In A Centre - 1:3 - High Intensity - Public Holiday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$67.49,$67.49,$67.49,$67.49,$67.49,$67.49,$67.49,$67.49,$94.49,$101.24,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per three participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_199_0104_6_1_T,Group Activities In A Centre - 1:3 - High Intensity - Public Holiday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$68.40,$68.40,$68.40,$68.40,$68.40,$68.40,$68.40,$68.40,$95.76,$102.60,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per three participants. This line item code can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_200_0104_6_1,Group Activities In A Centre - 1:4 - High Intensity - Weekday Daytime,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$26.53,$26.53,$26.53,$26.53,$26.53,$26.53,$26.53,$26.53,$37.14,$39.80,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per four participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_200_0104_6_1_T,Group Activities In A Centre - 1:4 - High Intensity - Weekday Daytime - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$26.86,$26.86,$26.86,$26.86,$26.86,$26.86,$26.86,$26.86,$37.60,$40.29,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per four participants. This line item code can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_201_0104_6_1,Group Activities In A Centre - 1:4 - High Intensity - Weekday Evening,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$28.98,$28.98,$28.98,$28.98,$28.98,$28.98,$28.98,$28.98,$40.57,$43.47,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per four participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_201_0104_6_1_T,Group Activities In A Centre - 1:4 - High Intensity - Weekday Evening - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$29.35,$29.35,$29.35,$29.35,$29.35,$29.35,$29.35,$29.35,$41.09,$44.03,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per four participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_202_0104_6_1,Group Activities In A Centre - 1:4 - High Intensity - Saturday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$36.33,$36.33,$36.33,$36.33,$36.33,$36.33,$36.33,$36.33,$50.86,$54.50,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per four participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_202_0104_6_1_T,Group Activities In A Centre - 1:4 - High Intensity - Saturday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$36.80,$36.80,$36.80,$36.80,$36.80,$36.80,$36.80,$36.80,$51.52,$55.20,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per four participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_203_0104_6_1,Group Activities In A Centre - 1:4 - High Intensity - Sunday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$46.14,$46.14,$46.14,$46.14,$46.14,$46.14,$46.14,$46.14,$64.60,$69.21,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per four participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_203_0104_6_1_T,Group Activities In A Centre - 1:4 - High Intensity - Sunday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$46.75,$46.75,$46.75,$46.75,$46.75,$46.75,$46.75,$46.75,$65.45,$70.13,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per four participants. This line item can only be claimed by a TTP registered provider.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
04_204_0104_6_1,Group Activities In A Centre - 1:4 - High Intensity - Public Holiday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$55.95,$55.95,$55.95,$55.95,$55.95,$55.95,$55.95,$55.95,$78.33,$83.93,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a centre based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a Public Holiday, with a ratio of one support worker per four participants.","These support items enable a participant who requires High Intensity Supports, to engage in community, social and recreational activities in a group setting in a centre, in circumstances where a more skilled or experienced support worker is required."
